,Unnamed: 0,nid,title,price,ps_sort,price_section,sales,comments,isFee,isTmall,province,city,storeName,detailUrl
221,221,612015047616,2瓶 天然维生素e维e软胶囊ve内服外用面部外涂脸脸部油搭c片含片,59.9,1,"(50,100]",1895,5021,是,是,上海,上海,众久旗舰店,//detail.tmall.com/item.htm?id=612015047616&ns=1&abbucket=10
222,222,43847925353,7支140片康恩贝维生素C泡腾片饮料泡腾维c片VC儿童维他命沸腾泡片,69.0,1,"(50,100]",1884,12247,是,是,浙江,金华,康恩贝官方旗舰店,//detail.tmall.com/item.htm?id=43847925353&ns=1&abbucket=10
223,223,524432803461,Swisse斯维诗维生素vd钙片孕妇娘娘钙中老青少年成人女性补钙澳洲,102.0,2,"(100,150]",1882,30185,是,是,澳大利亚,澳大利亚,chemistwarehouse海外旗舰,//detail.tmall.com/item.htm?id=524432803461&ns=1&abbucket=10
224,224,611785085953,澳洲swisse钙片柠檬酸钙成人中老年孕妇vd补钙维生素d女性娘娘钙,88.0,1,"(50,100]",1870,3822,是,是,澳大利亚,澳大利亚,saintcos海外旗舰店,//detail.tmall.com/item.htm?id=611785085953&ns=1&abbucket=10
225,225,575262763211,东北制药 维生素C片 100片 预防坏血病 慢性传染疾病紫癜补充VC,6.0,0,"(0,50]",1865,300,是,是,广东,广州,康爱多大药房旗舰店,//detail.tmall.com/item.htm?id=575262763211&ns=1&abbucket=10
226,226,43595873411,汤臣倍健复合多种维生素a维b族VC男士青年成年钙片碳酸钙硒钙片b2,128.0,2,"(100,150]",1862,3987,是,是,上海,上海,汤臣倍健健领专卖店,//detail.tmall.com/item.htm?id=43595873411&ns=1&abbucket=10
227,227,626765859980,Nutrend诺特兰德多维牛磺酸维生素c健身b族男女复合维生素维c片,99.0,1,"(50,100]",1848,254,是,是,上海,上海,诺特兰德旗舰店,//detail.tmall.com/item.htm?id=626765859980&ns=1&abbucket=10
228,228,521261585415,2瓶汤臣倍健天然维生素E软胶囊ve油外用面部维e乳搭vc片美容祛斑,101.0,2,"(100,150]",1836,12976,是,是,江苏,南京,汤臣倍健佰健专卖店,//detail.tmall.com/item.htm?id=521261585415&ns=1&abbucket=10
229,229,623337406766,针叶樱桃维生素c咀嚼片针叶樱桃vc学生儿童成人维他命维c压片糖果,32.9,0,"(0,50]",1825,1159,是,是,广东,广州,皇健保健品专营店,//detail.tmall.com/item.htm?id=623337406766&ns=1&abbucket=10
230,230,541463077420,3盒装】叶酸 斯利安叶酸片31片/盒孕前孕中备孕补充叶酸防胎畸形,87.0,1,"(50,100]",1821,3015,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=541463077420&ns=1&abbucket=10
231,231,597419868046,钙尔奇柠檬酸钙维生素D片孕妇乳母60粒孕妇钙孕期 补钙,139.0,2,"(100,150]",1806,2653,是,是,广东,广州,钙尔奇官方旗舰店,//detail.tmall.com/item.htm?id=597419868046&ns=1&abbucket=10
232,232,613610611640,御信堂钙加维生素D软胶囊 VD液体钙成人钙片中老年补钙拍一发三,108.0,2,"(100,150]",1793,2741,是,是,山东,威海,海纳百川食品专营店,//detail.tmall.com/item.htm?id=613610611640&ns=1&abbucket=10
233,233,25324252661,送ve】100片康恩贝维生素C咀嚼片vc片维他命c含片成人男女维c搭ve,17.9,0,"(0,50]",1758,21344,是,是,浙江,金华,康恩贝保健品专营店,//detail.tmall.com/item.htm?id=25324252661&ns=1&abbucket=10
234,234,614567726719,21金维他多维元素片复合维生素B1 D100片多种维生素Cb6钙铁锌民生,66.0,1,"(50,100]",1757,1853,是,是,广东,广州,民生医药旗舰店,//detail.tmall.com/item.htm?id=614567726719&ns=1&abbucket=10
235,235,543279079730,【阿里健康官方】swisse男士复合维生素植物120片补充维生素成人,277.0,5,"(250,300]",1752,12105,是,是,浙江,宁波,阿里健康海外旗舰店,//detail.tmall.com/item.htm?id=543279079730&ns=1&abbucket=10
236,236,612023827686,OLLY复合维生素女性综合孕妇叶酸生物素矿物质维生素ce营养软糖,189.0,3,"(150,200]",1723,2096,是,是,美国,美国,olly海外旗舰店,//detail.tmall.com/item.htm?id=612023827686&ns=1&abbucket=10
237,237,527027746637,澳洲Swisse斯维诗维生素c泡腾片 男女维生素高浓度vc片 热巴同款,298.0,5,"(250,300]",1718,14476,是,是,浙江,宁波,swisse官方海外旗舰店,//detail.tmall.com/item.htm?id=527027746637&ns=1&abbucket=10
238,238,585519087106,修正维生素E软胶囊心脑血管48粒习惯性流产辅助治疗不孕症内外维e,49.9,0,"(0,50]",1713,12139,是,是,广东,广州,修正药品旗舰店,//detail.tmall.com/item.htm?id=585519087106&ns=1&abbucket=10
239,239,541928987008,恒健维生素B1片100片/瓶预防治疗维生素B1缺乏消化不良神经炎脚气,5.9,0,"(0,50]",1711,11607,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=541928987008&ns=1&abbucket=10
240,240,624633132545,物理外用非长高糖果增高神器15厘米贴激素助长拉伸长高个子长身高,128.0,2,"(100,150]",1708,645,是,是,广东,广州,花甘旗舰店,//detail.tmall.com/item.htm?id=624633132545&ns=1&abbucket=10
241,241,539175028434,伊可新维生素AD滴剂30粒1岁以上幼儿维生素AD缺乏症预防佝偻病,39.8,0,"(0,50]",1684,6965,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=539175028434&ns=1&abbucket=10
242,242,624150955285,OrgPlus 水果味软糖维生素C果汁浓缩VC胶原蛋白Q弹儿童青少年零食,65.9,1,"(50,100]",1678,397,是,是,福建,厦门,泰一保健食品专营店,//detail.tmall.com/item.htm?id=624150955285&ns=1&abbucket=10
243,243,534069822955,纽斯特维生素b族咀嚼片多种复合vb群b1b2b6b12旗舰店正品搭褪黑素,38.9,0,"(0,50]",1675,14487,是,是,四川,成都,纽斯特旗舰店,//detail.tmall.com/item.htm?id=534069822955&ns=1&abbucket=10
244,244,43915387927,美国童年时光三驾马车 进口婴幼儿维C维生素儿童抵抗力,411.2,8,"(400,450]",1671,17504,是,是,浙江,宁波,童年时光海外旗舰店,//detail.tmall.com/item.htm?id=43915387927&ns=1&abbucket=10
245,245,559424739871,美国 Baby Ddrops 婴幼儿童维生素D3 宝宝补钙滴剂600IU 2.8ml*2,188.0,3,"(150,200]",1663,9387,是,是,浙江,宁波,阿里健康海外旗舰店,//detail.tmall.com/item.htm?id=559424739871&ns=1&abbucket=10
246,246,41102388045,汤臣倍健多种维生素咀嚼片儿童复合维生素多维免疫力vb族维生素VC,138.0,2,"(100,150]",1660,6617,是,是,广东,广州,汤臣倍健官方旗舰店,//detail.tmall.com/item.htm?id=41102388045&ns=1&abbucket=10
247,247,613710568638,维生素c 食品级食用vc粉维生素c粉末维c左旋保养肌肤美白100g包邮,9.9,0,"(0,50]",1639,959,是,否,上海,上海,风云天下之1,//item.taobao.com/item.htm?id=613710568638&ns=1&abbucket=10#detail
248,248,574733671238,美国进口拜耳Oneaday女性复合维生素加速新陈代谢50粒燃动小马达,149.0,2,"(100,150]",1635,19420,是,是,香港,新界,拜耳健康消费品海外旗舰店,//detail.tmall.com/item.htm?id=574733671238&ns=1&abbucket=10
249,249,539909864591,星鲨维生素AD软胶囊100粒*1瓶/盒夜盲症发育迟缓小儿手足抽搐佝偻,9.0,0,"(0,50]",1635,9893,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=539909864591&ns=1&abbucket=10
250,250,601548221595,星鲨维生素d婴儿d3星鲨d3钙d3滴剂维生素d3胶囊维d3,48.0,0,"(0,50]",1630,367,是,是,安徽,合肥,国胜大药房旗舰店,//detail.tmall.com/item.htm?id=601548221595&ns=1&abbucket=10
251,251,611878198383,修正VC+VE组合天然维生素C100片维生素E软胶囊内服外养嫩白肌肤,49.8,0,"(0,50]",1617,2779,是,是,浙江,杭州,修正官方旗舰店,//detail.tmall.com/item.htm?id=611878198383&ns=1&abbucket=10
252,252,566940432184,善存女士中老年多种复合维生素矿物质160片含维生素ceb官方旗舰店,208.0,4,"(200,250]",1610,5457,是,是,广东,广州,善存官方旗舰店,//detail.tmall.com/item.htm?id=566940432184&ns=1&abbucket=10
253,253,540066292305,惠氏善存多维元素片(29)60片成人补充复合维生素矿物质b1 b2药房,84.0,1,"(50,100]",1604,19218,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=540066292305&ns=1&abbucket=10
254,254,611264284790,2瓶200片维生素Cvc片维C片咀嚼片含片咀嚼片糖果香橙味,49.8,0,"(0,50]",1598,10300,是,是,上海,上海,众久旗舰店,//detail.tmall.com/item.htm?id=611264284790&ns=1&abbucket=10
255,255,552734886623,卡奇尔维D2磷葡钙片90片钙磷的补充生长发育不良手足抽搐孕妇儿童,98.0,1,"(50,100]",1591,8748,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=552734886623&ns=1&abbucket=10
256,256,612706849254,黄金搭档正品维生素C含片100片补充Vc营养成人,26.9,0,"(0,50]",1564,74,否,否,上海,上海,爱抢购app充值,//item.taobao.com/item.htm?id=612706849254&ns=1&abbucket=10#detail
257,257,597141934829,赠30粒】养生堂天然维生素E软胶囊美容祛斑VE胶囊延缓衰老共230粒,148.0,2,"(100,150]",1537,8060,是,是,上海,上海,国大药房旗舰店,//detail.tmall.com/item.htm?id=597141934829&ns=1&abbucket=10
258,258,574784555942,养生堂天然维生素e230粒维e软胶囊ve美容祛斑延缓衰老搭VC维生素C,148.0,2,"(100,150]",1534,6179,否,是,上海,上海,天猫超市,//detail.tmall.com/item.htm?id=574784555942&ns=1&abbucket=10
259,259,561661009806,4+1盒】星鲨 维生素D滴剂(胶囊型)30粒缺乏vd3预防佝偻病骨质疏松,180.0,3,"(150,200]",1533,362,是,是,河南,洛阳,河南民生大药房旗舰店,//detail.tmall.com/item.htm?id=561661009806&ns=1&abbucket=10
260,260,597181305500,买3送1]集妍堂维生素e软胶囊维e外用乳油ve面部ve可搭维生素c,19.9,0,"(0,50]",1530,2406,是,是,山东,东营,帝虎保健品专营店,//detail.tmall.com/item.htm?id=597181305500&ns=1&abbucket=10
261,261,600134927235,阿里健康维C泡腾片固体饮料维生素c维他命VC冲**甜橙儿童成人,19.9,0,"(0,50]",1524,7332,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=600134927235&ns=1&abbucket=10
262,262,537860384317,汤臣倍健女士复合多种维生素A矿物质片钙片碳酸钙综合b族女成年c,128.0,2,"(100,150]",1497,12477,是,是,上海,上海,汤臣倍健健领专卖店,//detail.tmall.com/item.htm?id=537860384317&ns=1&abbucket=10
263,263,606378381348,成年人钙片碳酸钙中老年维生素d3颗粒孕妇早中晚期女性补钙咀嚼片,29.9,0,"(0,50]",1495,645,是,是,江西,南昌,食妆久美旗舰店,//detail.tmall.com/item.htm?id=606378381348&ns=1&abbucket=10
264,264,12498199696,200粒康恩贝钙D软胶囊液体钙补维生素D钙片碳酸钙成年中老年男女,45.0,0,"(0,50]",1491,8035,是,是,浙江,金华,康恩贝官方旗舰店,//detail.tmall.com/item.htm?id=12498199696&ns=1&abbucket=10
265,265,623716079986,【非进口】Swisse斯维诗 维生素C泡腾片 高浓度VC片 补充维C 20片,48.0,0,"(0,50]",1490,327,是,是,广东,广州,swisse官方旗舰店,//detail.tmall.com/item.htm?id=623716079986&ns=1&abbucket=10
266,266,525382740569,汤臣倍健钙片碳酸钙青少年中老年成年女性男青年维生素d长高学生,44.0,0,"(0,50]",1459,33228,是,是,北京,北京,汤臣倍健霸天下专卖店,//detail.tmall.com/item.htm?id=525382740569&ns=1&abbucket=10
267,267,541155105947,善存多维元素片30片成人补充维生素D b6 b1 b2维生素C等及矿物质,43.0,0,"(0,50]",1433,8233,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=541155105947&ns=1&abbucket=10
268,268,593431356433,黄金搭档维生素C泡腾片固体饮料成人水果味维他命果汁VC泡腾维C片,9.9,0,"(0,50]",1427,3811,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=593431356433&ns=1&abbucket=10
269,269,599946523550,汤臣倍健维生素e胶囊维e胶囊浓缩ve维生素e小瓶维e内外用旗舰正品,88.0,1,"(50,100]",1423,6748,是,是,广东,广州,汤臣倍健官方旗舰店,//detail.tmall.com/item.htm?id=599946523550&ns=1&abbucket=10
270,270,604674767545,[任搭3件369]Swisse娘娘钙片Swisse斯维诗钙+维生素D片150片 专享,200.0,3,"(150,200]",1422,4934,是,是,浙江,宁波,swisse官方海外旗舰店,//detail.tmall.com/item.htm?id=604674767545&ns=1&abbucket=10
271,271,551603278746,汤臣倍健维生素C片（橘子味）vc+维生素vE软胶囊质同官网旗舰店,108.0,2,"(100,150]",1417,28973,否,是,上海,上海,天猫超市,//detail.tmall.com/item.htm?id=551603278746&ns=1&abbucket=10
272,272,550922748308,【直播推荐】Swisse 斯维诗男士多维片含钙维生素b族片成人120粒,249.0,4,"(200,250]",1410,9375,是,是,浙江,杭州,天猫国际进口超市,//detail.tmall.com/item.htm?id=550922748308&ns=1&abbucket=10
273,273,602836044813,FANCL30岁女性综合营养包30包/袋*2复合旗舰维生素辅酶Q10日本,418.0,8,"(400,450]",1390,4718,是,是,浙江,杭州,天猫国际进口超市,//detail.tmall.com/item.htm?id=602836044813&ns=1&abbucket=10
274,274,618773984736,美国惠氏Centrum善存女士复合维生素矿物质含维c维生素b族 120粒,109.0,2,"(100,150]",1382,1338,是,是,广东,广州,趣味猴保健品海外专营店,//detail.tmall.com/item.htm?id=618773984736&ns=1&abbucket=10
275,275,570753066158,3瓶装黄金搭档维生素D加钙胶囊中老年补钙液体钙碳酸钙片成人补钙,89.9,1,"(50,100]",1379,15043,是,是,上海,上海,黄金搭档景行专卖店,//detail.tmall.com/item.htm?id=570753066158&ns=1&abbucket=10
276,276,616492429223,澳洲进口cenovis萃益维维生素C天然无糖VC咀嚼片橘子味美白300粒,89.0,1,"(50,100]",1373,5043,是,是,浙江,杭州,天猫国际进口超市,//detail.tmall.com/item.htm?id=616492429223&ns=1&abbucket=10
277,277,527048328080,澳洲进口Swisse斯维诗男士复合维生素120片番茄红素维生素C添能量,386.0,7,"(350,400]",1367,11332,是,是,浙江,宁波,swisse官方海外旗舰店,//detail.tmall.com/item.htm?id=527048328080&ns=1&abbucket=10
278,278,610263130049,仁和褪黑素安瓶助眠维生素b6片褪黑色素退黑改善失眠深度睡眠,39.9,0,"(0,50]",1365,2806,是,是,浙江,杭州,药都仁和融世专卖店,//detail.tmall.com/item.htm?id=610263130049&ns=1&abbucket=10
279,279,605351098557,买二发三 120粒装维生素e软胶囊ve油内服外用脸部美容祛斑祛痘印,39.8,0,"(0,50]",1362,2196,是,是,安徽,合肥,清大广仁保健食品旗舰店,//detail.tmall.com/item.htm?id=605351098557&ns=1&abbucket=10
280,280,607827446510,日本进口DHC维生素B/VB片8族 熬夜必备 120粒*3袋,86.0,1,"(50,100]",1357,4430,是,是,浙江,宁波,阿里健康海外旗舰店,//detail.tmall.com/item.htm?id=607827446510&ns=1&abbucket=10
281,281,537874533456,Airborne维c泡腾片美国进口高浓度无糖vc成人维生素c泡腾泡片36片,49.0,0,"(0,50]",1347,1727,是,是,浙江,宁波,airborne海外旗舰店,//detail.tmall.com/item.htm?id=537874533456&ns=1&abbucket=10
282,282,614736329997,钙尔奇男性钙片钙镁锌维生素D维生素B1片30粒男钙新品,71.1,1,"(50,100]",1338,938,是,是,广东,广州,钙尔奇官方旗舰店,//detail.tmall.com/item.htm?id=614736329997&ns=1&abbucket=10
283,283,539370343185,澳洲swisse钙片150粒孕妇中老年成人补钙维生素VD孙俪娘娘柠檬钙,59.0,1,"(50,100]",1332,5518,是,否,湖北,武汉,5宸宸妈,//item.taobao.com/item.htm?id=539370343185&ns=1&abbucket=10#detail
284,284,612625433331,三九维生素c泡腾泡片儿童成人vc片维生素c泡腾片维c片ZY,19.9,0,"(0,50]",1326,1724,是,是,山东,淄博,益普利生官方旗舰店,//detail.tmall.com/item.htm?id=612625433331&ns=1&abbucket=10
285,285,565838074445,养生堂天然维生素C咀嚼片70片 赠vc/ve/vb随机30粒增强免疫力,89.0,1,"(50,100]",1325,9064,否,是,上海,上海,天猫超市,//detail.tmall.com/item.htm?id=565838074445&ns=1&abbucket=10
286,286,541455528048,3盒】健民龙牡壮骨颗粒儿童补钙冲剂维生素D虚汗龙牧发育迟缓,324.0,6,"(300,350]",1314,15774,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=541455528048&ns=1&abbucket=10
287,287,604834744782,华晨宇同款澳洲cenovis萃益维无糖维生素c咀嚼片vc维c300粒含片,109.0,2,"(100,150]",1292,3963,是,是,浙江,杭州,sanofi海外旗舰店,//detail.tmall.com/item.htm?id=604834744782&ns=1&abbucket=10
288,288,587160667988,【直营】加拿大ddrops维生素d3滴剂婴幼儿400iu液体补钙90滴2.5ml,115.0,2,"(100,150]",1291,8178,是,是,浙江,杭州,天猫国际母婴直营,//detail.tmall.com/item.htm?id=587160667988&ns=1&abbucket=10
289,289,551668697574,康恩贝天然维生素E120粒/瓶+维生素C100片/瓶维c维e油胶囊生育酚,69.0,1,"(50,100]",1290,9749,否,是,上海,上海,天猫超市,//detail.tmall.com/item.htm?id=551668697574&ns=1&abbucket=10
290,290,587160787155,【葵儿推荐】Swisse斯维诗柠檬酸钙+维生素D片150片孕妇中老年钙,105.0,2,"(100,150]",1290,6150,是,是,浙江,杭州,天猫国际妙颜社,//detail.tmall.com/item.htm?id=587160787155&ns=1&abbucket=10
291,291,598632576784,加拿大ddrops维生素D3滴剂婴幼儿400iu液体补钙防佝偻2.5ml*4瓶,389.0,7,"(350,400]",1281,3209,是,是,浙江,杭州,天猫国际进口超市,//detail.tmall.com/item.htm?id=598632576784&ns=1&abbucket=10
292,292,521490359679,康恩贝天然维生素E软胶囊ve油正品外用面部搭VC120粒/瓶内服,49.0,0,"(0,50]",1275,8029,否,是,上海,上海,天猫超市,//detail.tmall.com/item.htm?id=521490359679&ns=1&abbucket=10
293,293,579695950135,维生素C咀嚼片甜橙味儿童成人VC微量元素维他命C片高含量维,12.9,0,"(0,50]",1267,25678,是,是,陕西,西安,百邦保健品旗舰店,//detail.tmall.com/item.htm?id=579695950135&ns=1&abbucket=10
294,294,564794044565,日本原装DHC维生素B族片 60日控油痘痘肌熬夜党 维他命B群/VB,29.9,0,"(0,50]",1262,1933,是,否,广东,深圳,小萌家日本正品代购,//item.taobao.com/item.htm?id=564794044565&ns=1&abbucket=10#detail
295,295,580638550327,jamieson健美生维生素c片美白 进口高浓度vc维c片 果肉C120片,87.0,1,"(50,100]",1260,2917,是,是,浙江,宁波,阿里健康海外旗舰店,//detail.tmall.com/item.htm?id=580638550327&ns=1&abbucket=10
296,296,611039673555,8.9起！拍1发360粒】维生素e软胶囊维E外用乳油ve面部可搭天然vc,8.9,0,"(0,50]",1259,2932,是,是,上海,上海,集妍堂途阳专卖店,//detail.tmall.com/item.htm?id=611039673555&ns=1&abbucket=10
297,297,622027953835,钙片碳酸钙青少年中学生成年人女性男青年维生素补钙长高产品神器,45.0,0,"(0,50]",1258,1498,是,是,广东,广州,何氏医疗器械专营店,//detail.tmall.com/item.htm?id=622027953835&ns=1&abbucket=10
298,298,531182351189,善存进口成人女士复合维生素多种矿物质200粒女性多维片b族官方,159.0,3,"(150,200]",1251,13971,是,是,浙江,杭州,天猫国际进口超市,//detail.tmall.com/item.htm?id=531182351189&ns=1&abbucket=10
299,299,552710920302,Ddrops维生素幼儿baby宝宝维D婴儿童一岁以上补钙d3滴剂vd 600iu,79.0,1,"(50,100]",1238,9079,是,否,北京,北京,lostcotton,//item.taobao.com/item.htm?id=552710920302&ns=1&abbucket=10#detail
300,300,555379794843,共200粒汤臣倍健R液体钙软胶囊1000mg维生素D维生素K钙维D钙100粒,69.0,1,"(50,100]",1233,8733,是,是,山东,青岛,百康保健品专营店,//detail.tmall.com/item.htm?id=555379794843&ns=1&abbucket=10
301,301,542020667754,信谊复合维生素B片100片*1瓶/盒维B缺乏 营养消化不良神经炎,9.0,0,"(0,50]",1232,337,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=542020667754&ns=1&abbucket=10
302,302,3810038459,汉苑良方百消丹玉妍丸正品祛斑内调祛黄褐斑淡斑含维生素c维生素e,139.0,2,"(100,150]",1226,7647,是,是,河南,郑州,汉苑良方旗舰店,//detail.tmall.com/item.htm?id=3810038459&ns=1&abbucket=10
303,303,601932412657,叶黄素汤臣倍健维生素C压片糖针叶樱桃VC健视佳儿童成人学生,79.9,1,"(50,100]",1220,1788,是,是,广东,佛山,健视佳旗舰店,//detail.tmall.com/item.htm?id=601932412657&ns=1&abbucket=10
304,304,542015046163,SINE/信谊维生素B6片100片口角炎脂溢性皮炎妊娠呕吐维生素缺乏症,5.9,0,"(0,50]",1217,9039,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=542015046163&ns=1&abbucket=10
305,305,609531099340,ISDG/液体钙VD3胶囊补碳酸钙离子维生素D片中老年青少年骨骼活力,119.9,2,"(100,150]",1217,1843,是,是,河南,郑州,isdg旗舰店,//detail.tmall.com/item.htm?id=609531099340&ns=1&abbucket=10
306,306,523778581285,共120片善存佳维片复合多种维生素矿物质片综合多维元素片女性维a,89.0,1,"(50,100]",1217,406,是,是,上海,上海,铸塔保健品专营店,//detail.tmall.com/item.htm?id=523778581285&ns=1&abbucket=10
307,307,567285105123,600粒 康恩贝钙D软胶囊维生素D液体钙钙片碳酸钙中老年成年女性补,79.0,1,"(50,100]",1209,4504,是,是,上海,上海,博昱采保健品专营店,//detail.tmall.com/item.htm?id=567285105123&ns=1&abbucket=10
308,308,616135023884,修正VC+VE维生素E软胶囊维e内服外用面部外涂脸脸部油天然c片含片,59.9,1,"(50,100]",1201,1265,是,是,浙江,杭州,修正官方旗舰店,//detail.tmall.com/item.htm?id=616135023884&ns=1&abbucket=10
309,309,19921624995,禾博士维生素C咀嚼片成人中老年男女性维C维他命C精华正品VC含片,15.8,0,"(0,50]",1200,25225,是,是,上海,上海,禾博士旗舰店,//detail.tmall.com/item.htm?id=19921624995&ns=1&abbucket=10
310,310,621762552014,【500mg大颗粒】维生素e软胶囊102粒 VE油 做面膜 内服外用,9.9,0,"(0,50]",1188,137,是,否,山东,青岛,cuirenjie1987,//item.taobao.com/item.htm?id=621762552014&ns=1&abbucket=10#detail
311,311,545454903073,善存小佳维儿童复合维生素B族矿物质咀嚼片80片*2瓶官方旗舰店,278.0,5,"(250,300]",1187,5596,是,是,广东,广州,善存官方旗舰店,//detail.tmall.com/item.htm?id=545454903073&ns=1&abbucket=10
312,312,602536621060,官方Swisse斯维诗柠檬酸钙娘娘钙vd钙片成人青年钙维生素D 90片,145.0,2,"(100,150]",1186,1557,否,是,上海,上海,天猫超市,//detail.tmall.com/item.htm?id=602536621060&ns=1&abbucket=10
313,313,35553912369,200片康恩贝B族维生素片复合vb多种 b1 b6 b2 B12 维生素b,75.0,1,"(50,100]",1183,15571,是,是,浙江,金华,康恩贝官方旗舰店,//detail.tmall.com/item.htm?id=35553912369&ns=1&abbucket=10
314,314,538811331261,朗迪碳酸钙D3片60片儿童青少成长中老年人孕妇咀嚼片补钙小孩钙片,75.0,1,"(50,100]",1181,8899,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=538811331261&ns=1&abbucket=10
315,315,22410764680,双鲸维生素A软胶囊100粒预防维生素A缺乏症夜盲症干眼症角膜软化,5.5,0,"(0,50]",1179,308,否,是,北京,北京,德生堂大药房旗舰店,//detail.tmall.com/item.htm?id=22410764680&ns=1&abbucket=10
316,316,594079435169,加拿大ddrops维生素D3滴剂婴幼儿600iu液体补钙防佝偻2.8ml*2瓶,187.0,3,"(150,200]",1178,5975,是,是,浙江,杭州,天猫国际进口超市,//detail.tmall.com/item.htm?id=594079435169&ns=1&abbucket=10
317,317,559431135349,善存佳维片多种复合维生素30片*3瓶含维生素ceb成人男女官方,108.0,2,"(100,150]",1178,17920,是,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=559431135349&ns=1&abbucket=10
318,318,613332610506,御信堂维生素C咀嚼片压片糖果甜橙味 维他命C 果味VC 可搭配VE,108.0,2,"(100,150]",1169,5119,是,是,山东,威海,海纳百川食品专营店,//detail.tmall.com/item.htm?id=613332610506&ns=1&abbucket=10
319,319,625631908555,仁和b族维生素片多种复合维生素b维b b1 b2 b6 b12男女性熬夜常备,59.9,1,"(50,100]",1168,358,是,是,北京,北京,弘德大药房旗舰店,//detail.tmall.com/item.htm?id=625631908555&ns=1&abbucket=10
320,320,558397677039,【热巴同款】Swisse 斯维诗男士复合维生素120粒+女士复合维生素,485.0,9,"(450,~)",1165,2765,是,是,浙江,杭州,天猫国际进口超市,//detail.tmall.com/item.htm?id=558397677039&ns=1&abbucket=10
321,321,580074033504,FANCL复合多种维生素B族片VB群维生素B2旗舰店B12日本旗舰B6官网,129.0,2,"(100,150]",1162,8843,是,是,浙江,宁波,fanclhealthscience海外,//detail.tmall.com/item.htm?id=580074033504&ns=1&abbucket=10
322,322,621658368607,5瓶}葡萄籽维生素e祛斑内调去黄褐淡斑美容胶囊 调理冻干肽酮vc粉,198.0,3,"(150,200]",1139,1979,是,是,湖南,长沙,百合康乔成专卖店,//detail.tmall.com/item.htm?id=621658368607&ns=1&abbucket=10
323,323,607041220921,3瓶 天然维生素e维e软胶囊ve内服外用面部外涂脸脸部油搭c片含片,79.8,1,"(50,100]",1133,6284,是,是,上海,上海,众久旗舰店,//detail.tmall.com/item.htm?id=607041220921&ns=1&abbucket=10
324,324,541846052004,华南牌维生素C片100毫克*100片预防治疗紫癜维生素C缺乏辅助治疗,5.0,0,"(0,50]",1128,24130,否,是,广东,广州,阿里健康大药房,//detail.tmall.com/item.htm?id=541846052004&ns=1&abbucket=10
325,325,589527958151,8.9拍3发4瓶]升级维生素E软胶囊正品搭vc天ve维e油然外用涂脸面部,8.9,0,"(0,50]",1124,3054,是,是,吉林,长春,岚卡保健品专营店,//detail.tmall.com/item.htm?id=589527958151&ns=1&abbucket=10
326,326,533925624398,钙尔奇钙片青少年中老年成人男女通用碳酸钙补维生素d3官方旗舰店,39.0,0,"(0,50]",1118,939,是,是,湖南,长沙,六二八保健品专营店,//detail.tmall.com/item.htm?id=533925624398&ns=1&abbucket=10
327,327,545390684569,善存多种复合维生素佳维片30粒成人男女含维生素ce碳酸钙矿物质片,52.0,1,"(50,100]",1117,7622,是,是,广东,广州,善存官方旗舰店,//detail.tmall.com/item.htm?id=545390684569&ns=1&abbucket=10
328,328,564042339044,钙尔奇中老年钙添佳片100片*2瓶维生素D成人补钙碳酸钙钙片,115.0,2,"(100,150]",1114,3684,是,是,江苏,南京,苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=564042339044&ns=1&abbucket=10
329,329,552781933344,澳洲Swisse钙片vd钙娘娘维生素d柠檬酸钙成人孕妇中老年补钙150粒,36.0,0,"(0,50]",1111,8057,是,否,河北,沧州,小姐姐emma,//item.taobao.com/item.htm?id=552781933344&ns=1&abbucket=10#detail
330,330,520861611694,澳洲圣诺cenovis天然维生素c咀嚼片vc美白护肤成人儿童300粒女,57.0,1,"(50,100]",1107,7287,是,否,浙江,杭州,zhangyuanprincess,//item.taobao.com/item.htm?id=520861611694&ns=1&abbucket=10#detail
331,331,603179102400,送柠檬片 韩国济州岛维生素c片柑橘儿童成人vc含片咀嚼维他命500G,69.0,1,"(50,100]",1106,9579,是,否,江苏,南京,想念你632224479,//item.taobao.com/item.htm?id=603179102400&ns=1&abbucket=10#detail
332,332,599970656788,康恩贝多种复合B族维生素咀嚼片0.8g*100片缓解口腔溃疡维生素片,35.9,0,"(0,50]",1097,1484,否,是,上海,上海,天猫超市,//detail.tmall.com/item.htm?id=599970656788&ns=1&abbucket=10
